Genes/Conditions	dinI_U_N0025	dinP_U_N0025	lexA_U_N0025	lon_U_N0025	luc_U_N0025	mazF_U_N0025	recA_U_N0025	relA_U_N0025	ruvA_U_N0025	sulA_U_N0025	umuD_U_N0025	uvrA_U_N0025	yebF_U_N0075	luc_U_N0075	zipA_U_N0075	luc_U_N0000	b2618_U_N0075	bcp_U_N0075	cpxR_U_N0075	crcB_U_N0075	crp_U_N0075	cspF_U_N0075	dam_U_N0075	dnaA_U_N0075	dnaN_U_N0075	dnaT_U_N0075	emrR_U_N0075	era_U_N0075	fis_U_N0075	fklB_U_N0075	folA_U_N0075	galF_U_N0075	gcvR_U_N0075	gyrA_U_N0075	gyrI_U_N0075	hlpA_U_N0075	holD_U_N0075	hscA_U_N0075	IHF_U_N0075	ldrA_U_N0075	mcrB_U_N0075	mcrC_U_N0075	menB_U_N0075	menC_U_N0075	minD_U_N0075	minE_U_N0075	murI_U_N0075	yoeB_U_N0075	nrdA_U_N0075	nrdB_U_N0075	nupC_U_N0075	pyrC_U_N0075	rimI_U_N0075	rstB_U_N0075	ruvC_U_N0075	sbcB_U_N0075	uspA_U_N0075	WT_N0000	WT_N0025	WT_N0050	WT_N0075	recA_D_N0000	recA_D_N0050	recA_D_N0100	WT_D_N0100	luc2_U_N0025	luc2_U_N0000	T0_N0000	T12_N10000	T24_N10000	T24_N0000	T36_N10000	T48_N10000	T60_N10000	T60_N0000	ccdB_K12_t0	ccdB_K12_t30	ccdB_K12_t60	ccdB_K12_t90	ccdB_K12_t120	lacZ_K12_t0	lacZ_K12_t30	lacZ_K12_t60	lacZ_K12_t90	lacZ_K12_t120	lacZ_MG1063_t0	lacZ_MG1063_t30	lacZ_MG1063_t60	lacZ_MG1063_t90	lacZ_MG1063_120	ccdB_MG1063_t0	ccdB_MG1063_t30	ccdB_MG1063_t60	ccdB_MG1063_t90	ccdB_MG1063_t120	lacZ_W1863_t0	lacZ_W1863_t30	lacZ_W1863_t60	lacZ_W1863_t90	ccdB_W1872_t0
agaA	7.9841766357421875	8.1294527053833	8.128570556640625	8.032916069030762	8.113726615905762	8.031710624694824	8.190073013305664	7.874603271484375	8.102462768554688	8.125657081604004	8.179646492004395	8.13620662689209	8.23111629486084	8.168606758117676	8.212380409240723	8.002289772033691	8.239509582519531	8.352149963378906	8.395816802978516	8.285889625549316	8.224553108215332	8.233922958374023	8.040840148925781	8.315546989440918	8.128809928894043	8.101799964904785	7.9019551277160645	8.218422889709473	8.217639923095703	8.407413482666016	8.23962688446045	8.28104019165039	8.314303398132324	8.241726875305176	8.240093231201172	8.202423095703125	8.119163513183594	8.023062705993652	8.018939971923828	8.229247093200684	8.278623580932617	8.275830268859863	8.318583488464355	8.30367374420166	8.339897155761719	8.201153755187988	8.122146606445312	7.893223285675049	8.035453796386719	7.908060073852539	8.167793273925781	8.407943725585938	8.281582832336426	8.122710227966309	8.045129776000977	8.213013648986816	8.24252986907959	8.253450393676758	8.273505210876465	8.505764961242676	8.40011978149414	8.534214973449707	8.356474876403809	8.283170700073242	8.553544998168945	8.255815505981445	8.266465187072754	8.019017219543457	8.188850402832031	8.1970796585083	8.11810302734375	8.171930313110352	8.102180480957031	8.264280319213867	8.130316734313965	8.19303035736084	8.165989875793457	8.103039741516113	8.11931037902832	7.858329772949219	8.237159729003906	8.153510093688965	8.331999778747559	8.228619575500488	8.200039863586426	8.18504524230957	8.008134841918945	8.044670104980469	7.960819721221924	8.135459899902344	8.11917495727539	8.181560516357422	8.241219520568848	8.203585624694824	8.469269752502441	8.121939659118652	8.015080451965332	8.090490341186523	7.87037992477417	8.040450096130371
agaB	5.939090251922607	6.069330215454102	5.993563175201416	5.951393127441406	5.99103307723999	5.800263404846191	6.100190162658691	5.966226577758789	6.0401201248168945	6.040916919708252	6.099886894226074	6.053516864776611	6.350160121917725	6.160366535186768	6.113353252410889	5.939146518707275	6.462133407592773	6.451866626739502	6.460173606872559	6.282636642456055	6.412123203277588	6.149853229522705	5.957213401794434	6.384383201599121	6.222843170166016	6.133126735687256	5.653290271759033	6.287336826324463	6.198873519897461	6.660573482513428	6.435910224914551	6.385313510894775	6.415446758270264	6.313413619995117	6.150176525115967	6.100833415985107	6.136916637420654	5.9367265701293945	5.905109882354736	6.352853298187256	6.340936660766602	6.51230001449585	6.327059745788574	6.25875997543335	6.415250301361084	6.22434663772583	6.1818766593933105	5.866083145141602	5.988066673278809	5.703919887542725	6.157796859741211	6.39160680770874	6.513103485107422	6.118160247802734	6.090159893035889	6.260473251342773	6.173419952392578	6.831504821777344	6.792725086212158	6.644040107727051	6.791134834289551	6.2197699546813965	6.03470516204834	6.107145309448242	6.327089786529541	6.316144943237305	6.35899019241333	5.958393096923828	6.206226825714111	6.266096591949463	5.925789833068848	6.26689338684082	6.360803127288818	6.140013217926025	5.974996566772461	6.012660026550293	6.0991997718811035	6.07912015914917	5.912449836730957	5.878819942474365	6.073619842529297	6.153629779815674	6.460450172424316	6.224820137023926	6.001659870147705	5.899499893188477	5.866810321807861	5.818395137786865	5.777945041656494	6.027760028839111	5.99429988861084	5.878505229949951	5.909344673156738	5.9873552322387695	6.1006999015808105	6.109360218048096	6.014480113983154	6.080140113830566	5.82574987411499	6.060299873352051
agaC	7.610276699066162	7.737666606903076	7.715536594390869	7.673753261566162	7.600383281707764	7.593173503875732	7.83599328994751	7.653166770935059	7.662503242492676	7.7084431648254395	7.742496490478516	7.67884635925293	7.597503185272217	7.630959987640381	7.455263137817383	7.556463241577148	7.76777982711792	7.699406623840332	7.7591166496276855	7.657416820526123	7.735396862030029	7.569736480712891	7.332620143890381	7.688336372375488	7.626530170440674	7.501233100891113	7.189085006713867	7.613773345947266	7.6628265380859375	7.8961567878723145	7.866846561431885	7.704209804534912	7.729249954223633	7.5658063888549805	7.6307501792907715	7.4888434410095215	7.615586757659912	7.525693416595459	7.519539833068848	7.625643253326416	7.693156719207764	7.801750183105469	7.659223556518555	7.694399833679199	7.794833183288574	7.689063549041748	7.713170051574707	7.508540153503418	7.493016719818115	7.329245090484619	7.669653415679932	7.730696678161621	7.731420040130615	7.478646755218506	7.509456634521484	7.712616443634033	7.662280082702637	7.660409927368164	7.601379871368408	7.678504943847656	7.833449840545654	7.770655155181885	7.748809814453125	7.841424942016602	8.096049308776855	7.721674919128418	7.740310192108154	7.783703327178955	7.972796440124512	7.866633415222168	7.713246822357178	7.954503536224365	7.991093158721924	7.942643642425537	7.655223369598389	7.735050201416016	7.695469856262207	7.723320007324219	7.808320045471191	7.6951398849487305	7.826320171356201	7.641540050506592	7.961269855499268	8.01574993133545	7.970600128173828	7.600054740905762	7.563300132751465	7.610225200653076	7.517245292663574	7.71012020111084	7.700009822845459	7.551670074462891	7.672879695892334	7.751239776611328	8.198369979858398	7.7454400062561035	7.609539985656738	7.673449993133545	7.330230236053467	7.667449951171875
agaD	7.107486724853516	7.310299873352051	7.369883060455322	7.276666641235352	7.125336647033691	7.051876544952393	7.398039817810059	7.2308430671691895	7.263206481933594	7.290219783782959	7.260900020599365	7.2417168617248535	7.230329990386963	7.262636661529541	7.040896892547607	6.966043472290039	7.570236682891846	7.550310134887695	7.614650249481201	7.32952356338501	7.498936653137207	7.361629962921143	6.8487067222595215	7.396559715270996	7.360869884490967	7.128986835479736	6.809834957122803	7.281290054321289	7.380136489868164	7.620810031890869	7.474606513977051	7.359940052032471	7.521386623382568	7.273843288421631	7.3521199226379395	7.135926723480225	7.139349937438965	7.017600059509277	7.064344882965088	7.41361665725708	7.559006690979004	7.731193542480469	7.309696674346924	7.402736663818359	7.571320056915283	7.318073272705078	7.270966529846191	6.9806132316589355	7.08940315246582	6.835659980773926	7.2980265617370605	7.63394021987915	7.535260200500488	6.98958683013916	7.125783443450928	7.304910182952881	7.315676689147949	7.661550045013428	7.449840068817139	7.314785003662109	7.528489589691162	7.261775016784668	7.187984943389893	7.101464748382568	7.485574722290039	7.384954929351807	7.505640029907227	7.205316543579102	7.322493553161621	7.241153240203857	7.037043571472168	7.181116580963135	7.2043633460998535	7.200550079345703	7.091933250427246	7.172669887542725	7.053070068359375	7.037499904632568	7.068389892578125	7.093949794769287	7.285359859466553	7.0885701179504395	7.409820079803467	7.103439807891846	7.208250045776367	7.073119640350342	7.015089988708496	7.13238000869751	6.97613000869751	7.256899833679199	7.031764984130859	7.084875106811523	7.081920146942139	7.106815338134766	7.405059814453125	7.21766996383667	7.042679786682129	6.958859920501709	6.74685001373291	7.1285400390625
agaI	6.96794319152832	7.078030109405518	7.067866802215576	6.982003211975098	6.9344000816345215	6.995356559753418	7.168036460876465	7.065680027008057	7.042359828948975	7.030526638031006	7.075193405151367	7.0055365562438965	7.120866775512695	7.164973258972168	6.838113307952881	6.852916717529297	7.183083534240723	7.276956558227539	7.238590240478516	7.128706455230713	7.163549900054932	7.07643985748291	6.7536301612854	7.242023468017578	7.059136867523193	6.933576583862305	6.7585248947143555	7.034886837005615	7.145120143890381	7.385300159454346	7.314886569976807	7.1677565574646	7.268650054931641	7.097559928894043	7.098846912384033	7.066826820373535	7.000816822052002	6.918246746063232	6.8478803634643555	7.097229957580566	7.18979024887085	7.350583553314209	7.157519817352295	7.218100070953369	7.3549065589904785	7.103260040283203	7.061389923095703	6.760326862335205	6.907146453857422	6.804909706115723	7.1425065994262695	7.247910022735596	7.212430000305176	6.9183502197265625	7.05004358291626	7.280503273010254	7.18984317779541	7.766190052032471	7.511784553527832	7.417015075683594	7.462894916534424	7.303599834442139	7.349764823913574	7.189310073852539	7.591635227203369	7.269495010375977	7.356669902801514	7.105899810791016	7.238759994506836	7.250923156738281	6.872600078582764	7.238786697387695	7.444913387298584	7.3964667320251465	6.808703422546387	6.9297099113464355	7.065030097961426	7.274509906768799	7.271289825439453	7.087540149688721	7.204460144042969	7.059899806976318	7.54863977432251	7.25600004196167	7.176459789276123	6.932739734649658	6.900774955749512	6.883025169372559	6.840835094451904	7.159949779510498	6.870514869689941	6.831110000610352	6.970035076141357	7.245220184326172	7.580920219421387	6.964640140533447	6.85899019241333	6.830959796905518	6.808380126953125	6.930109977722168
agaR	9.888850212097168	9.78516674041748	9.82819652557373	9.87228012084961	9.758482933044434	9.769332885742188	9.650136947631836	10.059773445129395	9.722036361694336	9.654523849487305	9.751623153686523	9.879093170166016	9.957646369934082	10.060633659362793	9.931913375854492	9.534939765930176	10.018416404724121	9.947583198547363	9.861499786376953	9.929940223693848	9.841276168823242	10.060813903808594	9.957779884338379	9.9437894821167	9.864006996154785	10.017789840698242	9.936539649963379	10.021550178527832	10.058026313781738	9.96850299835205	9.967690467834473	9.957796096801758	9.890286445617676	9.947010040283203	9.935516357421875	9.954509735107422	9.976033210754395	9.954483032226562	9.948135375976562	10.118156433105469	9.933277130126953	9.873693466186523	9.962360382080078	9.800789833068848	9.783889770507812	9.903980255126953	9.812356948852539	10.474833488464355	9.950576782226562	9.835325241088867	10.064682960510254	9.89919662475586	9.793153762817383	9.868813514709473	9.892560005187988	9.862593650817871	9.765883445739746	9.752614974975586	9.687780380249023	10.03612995147705	10.111200332641602	10.10997486114502	9.56253433227539	9.776004791259766	9.173840522766113	9.745380401611328	9.814475059509277	9.948089599609375	8.234383583068848	8.492019653320312	9.258346557617188	8.47934341430664	8.600330352783203	8.723596572875977	9.366999626159668	9.613550186157227	9.549599647521973	9.73097038269043	9.716110229492188	9.853799819946289	9.61952018737793	9.436280250549316	9.09430980682373	8.907449722290039	8.83178997039795	9.138725280761719	9.179120063781738	9.323750495910645	9.365175247192383	9.183930397033691	9.162409782409668	9.143155097961426	9.133569717407227	9.223944664001465	9.357839584350586	9.11874008178711	9.097000122070312	9.31406021118164	9.408729553222656	9.103070259094238
agaS	6.819456577301025	6.883800029754639	6.926860332489014	6.949226379394531	6.910490036010742	6.780059814453125	7.023890018463135	6.661773204803467	6.839706897735596	7.006926536560059	6.997109889984131	6.959206581115723	6.967806816101074	7.001703262329102	6.855523586273193	6.939456939697266	7.323766708374023	7.351473331451416	7.419063568115234	7.1766767501831055	7.2370100021362305	7.073390007019043	6.87921667098999	7.316140174865723	7.09004020690918	7.158659934997559	6.655545234680176	7.371319770812988	7.137826919555664	7.423763275146484	7.225463390350342	7.175853252410889	7.213116645812988	7.256336688995361	7.143853187561035	7.0893168449401855	6.976186752319336	6.84697961807251	6.846174716949463	7.290533542633057	7.366750240325928	7.374746799468994	7.195403575897217	7.2287797927856445	7.346280097961426	7.114840030670166	7.0434699058532715	6.571086883544922	6.8661699295043945	6.6874799728393555	7.121049880981445	7.586796760559082	7.290279865264893	7.039700031280518	6.918213367462158	6.9930901527404785	7.125766754150391	6.815360069274902	6.658060073852539	7.097020149230957	7.084014892578125	7.36331033706665	7.32937479019165	7.115300178527832	7.356689929962158	7.082244873046875	6.903940200805664	7.107263088226318	7.09511661529541	7.2203264236450195	7.1102800369262695	7.059323310852051	6.984930038452148	7.145646572113037	7.045786380767822	6.9737701416015625	7.0238800048828125	6.790359973907471	6.866769790649414	6.925519943237305	7.0449700355529785	6.966159820556641	7.079659938812256	6.909900188446045	6.748050212860107	7.136535167694092	6.993829727172852	7.049190044403076	6.977304935455322	7.13306999206543	7.14178466796875	7.023614883422852	7.123219966888428	7.219705104827881	7.53223991394043	6.98036003112793	6.998469829559326	7.048140048980713	6.969379901885986	7.000969886779785
agaV	7.27977991104126	7.43828010559082	7.500936508178711	7.40567684173584	7.466286659240723	7.249046802520752	7.635616779327393	7.087240219116211	7.391596794128418	7.541136741638184	7.63248348236084	7.433079719543457	7.58911657333374	7.482399940490723	7.456809997558594	7.342796802520752	7.58008337020874	7.6597900390625	7.71411657333374	7.651263236999512	7.561636447906494	7.589573383331299	7.346676826477051	7.647779941558838	7.47710657119751	7.456943511962891	7.065879821777344	7.566239833831787	7.6370768547058105	7.851543426513672	7.732606887817383	7.722833156585693	7.675243377685547	7.691566467285156	7.578660011291504	7.530990123748779	7.368046760559082	7.195296764373779	7.27584981918335	7.574003219604492	7.665716648101807	7.785520076751709	7.768793106079102	7.705440044403076	7.775726795196533	7.503373146057129	7.436113357543945	7.036526679992676	7.291886806488037	7.082499980926514	7.528976917266846	7.78390645980835	7.641240119934082	7.616556644439697	7.37047004699707	7.503696441650391	7.581326484680176	7.978440284729004	7.817379951477051	8.051170349121094	7.898405075073242	7.912485122680664	7.812939643859863	7.590475082397461	8.002235412597656	7.726960182189941	7.7143049240112305	7.415279865264893	7.588923454284668	7.369923114776611	7.991513252258301	7.28400993347168	7.271646499633789	7.416163444519043	7.913650035858154	7.839590072631836	7.471059799194336	7.47721004486084	7.2314300537109375	7.250080108642578	7.818759918212891	7.5137200355529785	7.661990165710449	7.351759910583496	7.310259819030762	7.63700008392334	7.490869998931885	7.49560022354126	7.346615314483643	7.397130012512207	7.631030082702637	7.498000144958496	7.478114604949951	7.470755100250244	7.605289936065674	7.572999954223633	7.308469772338867	7.470290184020996	7.279359817504883	7.524580001831055
agaW	7.723316669464111	7.833166599273682	7.870993614196777	7.78182315826416	7.789516925811768	7.765039920806885	7.978573322296143	7.697050094604492	7.774046897888184	7.910436630249023	7.845083236694336	7.789460182189941	7.896516799926758	7.857783317565918	7.733386516571045	7.64858341217041	7.683586597442627	7.673413276672363	7.710906505584717	7.651589870452881	7.634320259094238	7.643209934234619	7.530263423919678	7.623256683349609	7.564620018005371	7.589399814605713	7.366765022277832	7.648336887359619	7.674403190612793	7.718803405761719	7.838786602020264	7.806429862976074	7.674136638641357	7.641223430633545	7.646059989929199	7.640043258666992	7.573276519775391	7.549596786499023	7.581055164337158	7.647709846496582	7.756879806518555	7.719666957855225	7.731016635894775	7.711989879608154	7.685263156890869	7.674093246459961	7.545523643493652	7.216236591339111	7.525279998779297	7.387804985046387	7.728243350982666	7.683983325958252	7.722153186798096	7.665043354034424	7.591286659240723	7.708386421203613	7.728553295135498	7.90779972076416	7.903730392456055	8.12339973449707	7.986104965209961	8.149410247802734	8.097640037536621	8.029829978942871	8.180419921875	7.982840061187744	8.034099578857422	7.719956398010254	7.808643341064453	7.771953582763672	7.92896032333374	7.714803218841553	7.499283313751221	7.577676773071289	7.876560211181641	7.99560022354126	7.771200180053711	7.760059833526611	7.511690139770508	7.663449764251709	7.950900077819824	7.76915979385376	7.926390171051025	7.883399963378906	7.892469882965088	7.77964973449707	7.606679916381836	7.642760276794434	7.5625152587890625	7.70596981048584	7.716100215911865	7.689165115356445	7.669270038604736	7.7520599365234375	8.041370391845703	7.720469951629639	7.5785298347473145	7.597010135650635	7.328310012817383	7.6021199226379395
agp	9.163439750671387	9.288886070251465	9.272266387939453	9.13148021697998	9.175373077392578	8.463410377502441	9.156332969665527	7.9531331062316895	9.133689880371094	9.169679641723633	9.03164291381836	9.138270378112793	8.281189918518066	8.353652954101562	8.326109886169434	9.018019676208496	8.311790466308594	8.190863609313965	8.184029579162598	8.338776588439941	8.134143829345703	8.351173400878906	8.21953296661377	8.271439552307129	8.159893035888672	8.22838306427002	8.247425079345703	8.231096267700195	8.289629936218262	8.255043029785156	8.246190071105957	8.325969696044922	8.41568660736084	8.42397689819336	8.443586349487305	8.246829986572266	8.345686912536621	8.38107967376709	8.260199546813965	8.457552909851074	8.255143165588379	8.089016914367676	8.316226959228516	8.275086402893066	8.18804931640625	8.343159675598145	8.35413932800293	7.719200134277344	8.368443489074707	8.329639434814453	8.418423652648926	8.130189895629883	8.189207077026367	8.323873519897461	8.424190521240234	8.364350318908691	8.297089576721191	9.878604888916016	9.53007984161377	8.567070007324219	9.01333999633789	9.755670547485352	10.083965301513672	9.935065269470215	11.324749946594238	8.613064765930176	8.581914901733398	9.063889503479004	9.620213508605957	8.927240371704102	10.287599563598633	8.782039642333984	8.559066772460938	8.46500015258789	10.617133140563965	9.514840126037598	9.155659675598145	9.698639869689941	9.688730239868164	8.774410247802734	9.658180236816406	9.338489532470703	9.143980026245117	8.945980072021484	8.113829612731934	8.281299591064453	8.139155387878418	8.259305000305176	8.21975040435791	8.789409637451172	8.274155616760254	7.9052300453186035	8.10683536529541	7.855055332183838	7.72681999206543	8.523819923400879	8.391860008239746	8.714839935302734	8.838520050048828	8.828929901123047
ahpC	11.882333755493164	11.886066436767578	11.803333282470703	11.785433769226074	11.77163314819336	11.486466407775879	11.747099876403809	11.014066696166992	11.816566467285156	11.76336669921875	11.731766700744629	11.769933700561523	11.433433532714844	11.5826997756958	11.365866661071777	12.027400016784668	11.697999954223633	11.58513355255127	11.69433307647705	11.655799865722656	11.659132957458496	11.762433052062988	11.675299644470215	11.54306697845459	11.581899642944336	11.622467041015625	11.593400001525879	11.621600151062012	11.681233406066895	11.609966278076172	11.616366386413574	11.50546646118164	11.729066848754883	11.557499885559082	11.568633079528809	11.495233535766602	11.717533111572266	11.487899780273438	11.708600044250488	11.492033958435059	11.630599975585938	11.604433059692383	11.62043285369873	11.545966148376465	11.568900108337402	11.609833717346191	11.736566543579102	10.239792823791504	11.653800010681152	11.78225040435791	11.76413345336914	11.599933624267578	11.658300399780273	11.631532669067383	11.710967063903809	11.715333938598633	11.63029956817627	11.91604995727539	11.811650276184082	11.740150451660156	11.87820053100586	11.867500305175781	11.81779956817627	12.359700202941895	12.692749977111816	11.857600212097168	11.911700248718262	12.512700080871582	12.406766891479492	12.29800033569336	12.394933700561523	12.275266647338867	12.082133293151855	12.026333808898926	12.446233749389648	12.381500244140625	12.400400161743164	11.880000114440918	12.036800384521484	13.1141996383667	12.476900100708008	12.210800170898438	12.027799606323242	12.429699897766113	12.425200462341309	11.961799621582031	11.983000755310059	11.757200241088867	11.757699966430664	11.947500228881836	11.953649520874023	11.979199409484863	12.123200416564941	12.117250442504883	11.442099571228027	11.929100036621094	12.134699821472168	12.180800437927246	12.38379955291748	12.133299827575684
ahpF	10.527933120727539	10.473699569702148	10.389800071716309	10.353099822998047	10.431233406066895	10.220366477966309	10.403166770935059	10.217766761779785	10.485199928283691	10.224933624267578	10.2969331741333	10.426166534423828	9.668169975280762	9.84433650970459	9.849813461303711	10.599467277526855	9.832066535949707	9.80699348449707	9.923190116882324	9.953720092773438	10.001383781433105	9.983813285827637	9.952507019042969	9.871156692504883	9.838143348693848	9.996296882629395	9.908130645751953	9.914643287658691	9.971596717834473	9.863436698913574	9.902036666870117	9.836613655090332	9.986933708190918	9.926547050476074	9.908013343811035	9.89587688446045	10.030403137207031	9.821219444274902	9.955550193786621	9.919503211975098	9.909709930419922	9.848469734191895	9.9369535446167	9.86716365814209	9.89976978302002	9.923596382141113	9.993180274963379	9.825849533081055	10.056333541870117	10.191349983215332	10.048823356628418	9.977173805236816	9.96695327758789	9.94575023651123	10.043290138244629	9.986963272094727	9.98896312713623	9.470685005187988	9.502900123596191	9.099760055541992	9.476724624633789	9.915410041809082	9.708120346069336	9.936789512634277	10.053899765014648	9.853819847106934	10.004129409790039	10.6051664352417	9.912262916564941	10.180233001708984	10.256166458129883	10.158133506774902	9.78791332244873	9.69283676147461	9.8211669921875	10.260100364685059	10.464200019836426	10.255000114440918	9.90447998046875	11.096099853515625	10.361100196838379	10.237199783325195	9.921699523925781	10.57979965209961	10.881699562072754	10.29419994354248	10.473400115966797	10.31155014038086	10.083300590515137	10.889100074768066	10.323699951171875	10.379799842834473	10.116900444030762	9.847535133361816	9.172149658203125	10.154000282287598	10.47719955444336	10.369000434875488	10.081899642944336	10.364700317382812
aidB	7.920043468475342	7.719046592712402	7.6765899658203125	7.632673263549805	7.692413330078125	7.923520088195801	7.579430103302002	7.742303371429443	7.719216823577881	7.553786754608154	7.736903190612793	7.686303615570068	8.202130317687988	8.211546897888184	8.323022842407227	7.789486885070801	8.29773998260498	8.284933090209961	8.011429786682129	8.229113578796387	8.147736549377441	8.227033615112305	8.186360359191895	8.0225830078125	7.951713562011719	8.0474271774292	7.978250026702881	8.338093757629395	8.262470245361328	8.132229804992676	8.047719955444336	8.210793495178223	8.0159330368042	8.023313522338867	7.904289722442627	7.936923503875732	7.80051326751709	8.083196640014648	7.885519981384277	8.469539642333984	8.153766632080078	8.11402702331543	8.025446891784668	8.023229598999023	7.8369832038879395	7.935176849365234	8.126112937927246	7.5711798667907715	8.01767349243164	7.982245445251465	8.252869606018066	8.105850219726562	8.061416625976562	7.855086803436279	8.100096702575684	7.9453229904174805	7.880336761474609	7.935534954071045	8.1962251663208	7.967800140380859	8.312000274658203	8.05804443359375	8.239945411682129	8.193610191345215	8.003165245056152	7.985169887542725	7.908645153045654	7.579243183135986	7.7057366371154785	7.395279884338379	7.694746494293213	7.40350341796875	7.784506797790527	7.458973407745361	8.052726745605469	7.592010021209717	7.700039863586426	7.361539840698242	7.958360195159912	8.801830291748047	7.70182991027832	7.900300025939941	7.769130229949951	8.063050270080566	7.933010101318359	7.601930141448975	7.71090030670166	7.639715194702148	7.690074920654297	8.00454044342041	7.511815071105957	7.593995094299316	7.8296895027160645	7.802855014801025	7.95842981338501	7.54925012588501	7.655210018157959	7.836249828338623	8.332280158996582	7.5801801681518555
ais	6.314983367919922	6.359333515167236	6.408120155334473	6.174643516540527	6.414456844329834	6.418023109436035	6.437503337860107	6.547613143920898	6.3145599365234375	6.457916736602783	6.387310028076172	6.288626670837402	6.4969401359558105	6.486556529998779	6.3712968826293945	6.318049907684326	6.169950008392334	6.211160182952881	6.404270172119141	6.342136859893799	6.160276889801025	6.1844964027404785	6.25538969039917	6.1982831954956055	6.1638102531433105	6.267063617706299	5.959640026092529	6.185446739196777	6.193193435668945	6.442749977111816	6.3344502449035645	6.3385233879089355	6.315983295440674	6.078253269195557	6.282483100891113	6.275456428527832	6.165260314941406	6.145890235900879	6.0063347816467285	6.208499908447266	6.148336887359619	6.344793319702148	6.381820201873779	6.429073333740234	6.321730136871338	6.2369065284729	6.353313446044922	6.842450141906738	6.037020206451416	6.056770324707031	6.213226795196533	6.29922342300415	6.353806495666504	6.176519870758057	6.263426780700684	6.320043563842773	6.248086452484131	7.351419925689697	7.30079984664917	6.959354877471924	6.616465091705322	6.748300075531006	6.493875026702881	6.427770137786865	6.569350242614746	6.640655040740967	6.706035137176514	6.249356746673584	6.662593364715576	6.354083061218262	6.331029891967773	6.521243095397949	6.5231032371521	6.554513454437256	6.224003314971924	6.239570140838623	6.3981499671936035	6.236259937286377	6.438539981842041	6.215970039367676	6.401360034942627	6.2245402336120605	6.397130012512207	6.486289978027344	6.440810203552246	6.238440036773682	6.133304595947266	6.251094818115234	6.189815044403076	6.063910007476807	6.2196550369262695	6.208310127258301	6.283055305480957	6.309525012969971	6.291629791259766	6.989940166473389	6.663259983062744	6.416419982910156	6.458489894866943	6.87677001953125
alaS	11.320366859436035	11.254866600036621	11.319199562072754	11.338533401489258	11.303266525268555	11.171199798583984	11.220832824707031	11.305932998657227	11.315500259399414	11.330133438110352	11.173433303833008	11.362600326538086	11.447800636291504	11.437700271606445	11.406466484069824	11.406100273132324	11.281167030334473	11.227800369262695	11.140266418457031	11.248366355895996	11.362067222595215	11.427499771118164	11.416033744812012	10.963799476623535	11.292866706848145	11.222433090209961	11.469650268554688	11.340332984924316	11.260366439819336	11.195632934570312	11.21916675567627	11.290533065795898	11.35669994354248	11.248766899108887	11.309033393859863	11.3861665725708	11.358766555786133	11.17746639251709	11.03279972076416	11.063599586486816	11.24293327331543	11.283466339111328	11.109766960144043	11.312700271606445	11.131500244140625	11.336999893188477	11.432100296020508	11.483366966247559	11.447566986083984	11.42824935913086	11.179133415222168	11.196800231933594	11.302633285522461	11.266366958618164	11.391600608825684	11.25220012664795	11.3233003616333	10.606800079345703	11.177050590515137	11.064399719238281	11.291000366210938	11.25154972076416	11.100899696350098	10.770100593566895	9.641059875488281	11.223099708557129	11.455499649047852	11.533466339111328	10.70283317565918	9.987553596496582	11.647199630737305	9.350836753845215	9.146860122680664	9.526989936828613	11.607433319091797	11.692399978637695	11.364299774169922	11.245200157165527	11.12559986114502	11.18649959564209	11.80459976196289	11.032299995422363	10.619099617004395	10.72439956665039	10.838700294494629	11.347949981689453	10.968500137329102	10.768750190734863	10.725700378417969	10.785099983215332	11.229350090026855	11.108500480651855	10.973099708557129	11.069999694824219	10.717700004577637	11.423999786376953	11.000800132751465	10.67650032043457	10.531700134277344	11.202500343322754
talA	12.042900085449219	11.799833297729492	11.441100120544434	11.63933277130127	11.893733024597168	12.02416706085205	11.465932846069336	12.032233238220215	12.023599624633789	11.931933403015137	11.654000282287598	11.70063304901123	12.242833137512207	12.154132843017578	12.433699607849121	12.503866195678711	12.706399917602539	12.773200035095215	12.866266250610352	12.773799896240234	12.912467002868652	12.913700103759766	12.941967010498047	12.937899589538574	13.011966705322266	12.556499481201172	12.864649772644043	12.84083366394043	12.898133277893066	12.76693344116211	12.821832656860352	12.797733306884766	12.811699867248535	12.818500518798828	12.683300018310547	12.852133750915527	12.735466957092285	12.771366119384766	12.71834945678711	12.832066535949707	12.861466407775879	12.925232887268066	12.822933197021484	12.864866256713867	12.841099739074707	12.952632904052734	12.734166145324707	13.408467292785645	12.798066139221191	12.671850204467773	12.666600227355957	12.866966247558594	12.85593318939209	12.952432632446289	12.714799880981445	12.8240327835083	12.81309986114502	12.104899406433105	12.149749755859375	11.331500053405762	11.120050430297852	11.467849731445312	11.93394947052002	12.228850364685059	11.816800117492676	11.638349533081055	11.888849258422852	11.55876636505127	12.181599617004395	12.3503999710083	12.243766784667969	12.533967018127441	12.641966819763184	12.542466163635254	11.474100112915039	11.522199630737305	11.197400093078613	11.996600151062012	11.745800018310547	12.467499732971191	11.164899826049805	11.576700210571289	12.075699806213379	11.902600288391113	12.346400260925293	12.815999984741211	12.940349578857422	12.553849220275879	12.522550582885742	12.375399589538574	12.818500518798828	12.88385009765625	12.777950286865234	12.781449317932129	12.954700469970703	11.57859992980957	12.042200088500977	12.13860034942627	12.016300201416016	11.750300407409668
