Genes/Conditions	dinI_U_N0025	dinP_U_N0025	lexA_U_N0025	lon_U_N0025	luc_U_N0025	mazF_U_N0025	recA_U_N0025	relA_U_N0025	ruvA_U_N0025	sulA_U_N0025	umuD_U_N0025	uvrA_U_N0025	yebF_U_N0075	luc_U_N0075	zipA_U_N0075	luc_U_N0000	b2618_U_N0075	bcp_U_N0075	cpxR_U_N0075	crcB_U_N0075	crp_U_N0075	cspF_U_N0075	dam_U_N0075	dnaA_U_N0075	dnaN_U_N0075	dnaT_U_N0075	emrR_U_N0075	era_U_N0075	fis_U_N0075	fklB_U_N0075	folA_U_N0075	galF_U_N0075	gcvR_U_N0075	gyrA_U_N0075	gyrI_U_N0075	hlpA_U_N0075	holD_U_N0075	hscA_U_N0075	IHF_U_N0075	ldrA_U_N0075	mcrB_U_N0075	mcrC_U_N0075	menB_U_N0075	menC_U_N0075	minD_U_N0075	minE_U_N0075	murI_U_N0075	yoeB_U_N0075	nrdA_U_N0075	nrdB_U_N0075	nupC_U_N0075	pyrC_U_N0075	rimI_U_N0075	rstB_U_N0075	ruvC_U_N0075	sbcB_U_N0075	uspA_U_N0075	WT_N0000	WT_N0025	WT_N0050	WT_N0075	recA_D_N0000	recA_D_N0050	recA_D_N0100	WT_D_N0100	luc2_U_N0025	luc2_U_N0000	T0_N0000	T12_N10000	T24_N10000	T24_N0000	T36_N10000	T48_N10000	T60_N10000	T60_N0000	ccdB_K12_t0	ccdB_K12_t30	ccdB_K12_t60	ccdB_K12_t90	ccdB_K12_t120	lacZ_K12_t0	lacZ_K12_t30	lacZ_K12_t60	lacZ_K12_t90	lacZ_K12_t120	lacZ_MG1063_t0	lacZ_MG1063_t30	lacZ_MG1063_t60	lacZ_MG1063_t90	lacZ_MG1063_120	ccdB_MG1063_t0	ccdB_MG1063_t30	ccdB_MG1063_t60	ccdB_MG1063_t90	ccdB_MG1063_t120	lacZ_W1863_t0	lacZ_W1863_t30	lacZ_W1863_t60	lacZ_W1863_t90	ccdB_W1872_t0
abrB	8.162882804870605	8.125690460205078	8.119000434875488	8.094486236572266	8.095112800598145	8.04007625579834	8.148670196533203	7.866903305053711	8.078900337219238	8.130840301513672	8.131856918334961	8.061002731323242	7.855199813842773	7.766076564788818	7.819896697998047	8.136346817016602	7.849989891052246	7.830056667327881	8.059656143188477	7.975753307342529	7.8954267501831055	7.922156810760498	7.990483283996582	7.872900009155273	7.761099815368652	7.800353050231934	7.87724494934082	7.794780254364014	7.84196662902832	7.926496505737305	7.903966903686523	7.81505012512207	7.946479797363281	7.863850116729736	7.960516452789307	7.927873611450195	7.870593070983887	7.8733367919921875	7.772675037384033	7.860576629638672	7.816413402557373	7.837416648864746	8.005029678344727	8.05233383178711	7.80471658706665	7.877336502075195	7.912323474884033	7.803020000457764	7.851089954376221	7.772924900054932	8.017966270446777	7.898866653442383	7.810423374176025	7.899040222167969	7.791419982910156	7.773260116577148	7.865706443786621	8.091879844665527	7.998595237731934	7.9441447257995605	7.775740146636963	8.118375778198242	8.291454315185547	8.455214500427246	8.414780616760254	8.070630073547363	8.113435745239258	8.196833610534668	8.402146339416504	8.100729942321777	7.9564433097839355	8.184883117675781	8.410806655883789	8.312023162841797	7.9627532958984375	8.545370101928711	9.083660125732422	9.010540008544922	9.128910064697266	8.255550384521484	8.45740032196045	8.98505973815918	8.978469848632812	9.229459762573242	8.460969924926758	8.481789588928223	8.085350036621094	8.527740478515625	8.66061019897461	8.822050094604492	8.117159843444824	8.257044792175293	8.399240493774414	8.409379959106445	8.248299598693848	8.420120239257812	8.375419616699219	8.546429634094238	9.270369529724121	8.360050201416016
accA	10.225566864013672	10.43103313446045	10.382566452026367	10.402400016784668	10.348766326904297	10.520133018493652	10.421600341796875	10.075077056884766	10.336766242980957	10.309700012207031	10.344799995422363	10.297033309936523	10.032906532287598	10.127546310424805	10.074393272399902	10.576333045959473	10.087733268737793	10.063633918762207	10.270933151245117	10.198467254638672	10.137900352478027	10.259929656982422	10.207799911499023	10.005176544189453	10.176616668701172	9.928279876708984	10.181100845336914	9.99586009979248	9.944376945495605	9.991203308105469	10.085189819335938	9.913899421691895	10.163433074951172	10.1951904296875	10.253166198730469	10.064096450805664	10.393400192260742	10.34886646270752	10.413399696350098	10.04246711730957	10.104300498962402	10.112732887268066	10.2124662399292	10.009002685546875	10.135446548461914	10.134610176086426	10.372200012207031	9.790403366088867	10.409299850463867	10.648650169372559	10.124670028686523	9.947556495666504	10.223999977111816	10.21246337890625	10.362833023071289	10.205766677856445	10.216300010681152	9.278349876403809	9.11281967163086	8.657025337219238	9.599834442138672	9.653135299682617	9.906355857849121	9.785820007324219	9.448684692382812	10.035630226135254	9.930814743041992	10.263400077819824	9.595246315002441	9.723493576049805	10.267633438110352	9.569009780883789	9.615853309631348	9.385290145874023	9.940583229064941	10.124300003051758	9.604559898376465	9.574790000915527	9.505040168762207	9.587559700012207	10.288299560546875	9.882410049438477	9.64385986328125	9.669489860534668	9.787659645080566	10.054699897766113	9.988945007324219	9.765515327453613	9.64671516418457	9.64795970916748	10.031994819641113	10.231400489807129	10.22854995727539	9.984739303588867	9.72245979309082	10.256999969482422	9.863690376281738	9.689539909362793	9.239930152893066	10.053000450134277
accB	11.82943344116211	11.874300003051758	11.824166297912598	11.813699722290039	11.89246654510498	11.605866432189941	11.944100379943848	11.794899940490723	11.874300003051758	11.996100425720215	11.863033294677734	11.802399635314941	11.492899894714355	11.38896656036377	11.536566734313965	11.86929988861084	11.31743335723877	11.364666938781738	11.461999893188477	11.300800323486328	11.460733413696289	11.536433219909668	11.577499389648438	11.480899810791016	11.594400405883789	11.483766555786133	11.739850044250488	11.401432991027832	11.350899696350098	11.271599769592285	11.404967308044434	11.457799911499023	11.528200149536133	11.317266464233398	11.52239990234375	11.537666320800781	11.644399642944336	11.547866821289062	11.68649959564209	11.259133338928223	11.398699760437012	11.406000137329102	11.339900016784668	11.447999954223633	11.395166397094727	11.52299976348877	11.617599487304688	11.223933219909668	11.63913345336914	11.78445053100586	11.329633712768555	11.327000617980957	11.492866516113281	11.512066841125488	11.553533554077148	11.334166526794434	11.464566230773926	10.223999977111816	10.730399131774902	10.55935001373291	10.96934986114502	10.956099510192871	10.957999229431152	10.668550491333008	10.151700019836426	11.851550102233887	11.664400100708008	12.263066291809082	11.975167274475098	12.138799667358398	11.98133373260498	12.101799964904785	11.659266471862793	11.502233505249023	11.652832984924316	11.783900260925293	11.362899780273438	11.197600364685059	10.598199844360352	10.737600326538086	11.937299728393555	11.431500434875488	10.800399780273438	10.554200172424316	10.766799926757812	12.063349723815918	11.662850379943848	11.359350204467773	11.35260009765625	11.079999923706055	11.96969985961914	11.782950401306152	11.29734992980957	10.448100090026855	9.869580268859863	11.824600219726562	11.491100311279297	10.904199600219727	10.633000373840332	11.660099983215332
accC	10.269399642944336	10.366100311279297	10.308300018310547	10.358766555786133	10.385799407958984	10.310033798217773	10.401866912841797	10.330733299255371	10.421032905578613	10.41136646270752	10.268632888793945	10.309576988220215	9.938289642333984	9.626729965209961	9.953160285949707	10.970499992370605	9.769999504089355	9.78777027130127	9.89507007598877	9.723156929016113	9.931117057800293	9.992133140563965	10.072400093078613	9.942413330078125	10.117179870605469	10.086313247680664	10.38284969329834	9.91368293762207	9.808237075805664	9.584216117858887	9.848243713378906	9.905723571777344	9.997050285339355	9.842570304870605	10.05518627166748	10.137163162231445	10.240699768066406	10.226619720458984	10.313300132751465	9.763110160827637	9.875189781188965	9.904123306274414	9.816543579101562	9.917886734008789	9.894559860229492	10.041156768798828	10.157999992370605	9.793386459350586	10.30993366241455	10.654200553894043	9.831343650817871	9.771256446838379	10.052026748657227	10.138333320617676	10.135700225830078	9.869560241699219	10.019283294677734	8.861059188842773	9.138884544372559	9.067874908447266	9.499619483947754	9.467004776000977	9.565065383911133	9.40931510925293	9.028820037841797	9.848360061645508	9.869100570678711	11.146332740783691	10.530200004577637	10.6719331741333	10.430033683776855	10.599200248718262	10.343766212463379	9.932306289672852	10.26710033416748	10.155599594116211	9.757280349731445	9.282950401306152	9.000530242919922	9.111579895019531	10.274700164794922	9.842169761657715	9.27949047088623	9.263819694519043	9.370969772338867	10.624150276184082	10.198800086975098	9.87038516998291	9.967955589294434	9.658490180969238	10.569700241088867	10.44064998626709	9.93550968170166	9.255274772644043	8.791339874267578	10.471099853515625	10.166399955749512	9.673279762268066	9.210419654846191	10.267900466918945
accD	10.275666236877441	10.319999694824219	10.419899940490723	10.37263298034668	10.2792329788208	10.509466171264648	10.26669979095459	10.714333534240723	10.267266273498535	10.339799880981445	10.187112808227539	10.263999938964844	10.123766899108887	9.990920066833496	10.147366523742676	10.713700294494629	9.94377613067627	9.887493133544922	9.858560562133789	9.9166259765625	9.958630561828613	10.069053649902344	10.128767013549805	9.935693740844727	10.057106971740723	10.14780044555664	10.3996000289917	10.049349784851074	9.935812950134277	9.753316879272461	9.929916381835938	9.962300300598145	10.074373245239258	10.001413345336914	10.175033569335938	10.218066215515137	10.195899963378906	10.158223152160645	10.04354476928711	9.81308650970459	9.948163032531738	9.903467178344727	9.799806594848633	10.194633483886719	9.93964672088623	10.19333267211914	10.249032974243164	10.464733123779297	10.27983283996582	10.422450065612793	10.049969673156738	9.83800983428955	10.107956886291504	10.230299949645996	10.218733787536621	10.096566200256348	10.09982681274414	9.24133014678955	9.83120059967041	9.449295043945312	9.749995231628418	9.68343448638916	9.934630393981934	9.725894927978516	9.101964950561523	10.225335121154785	10.311949729919434	10.576900482177734	10.799567222595215	10.519766807556152	10.771066665649414	10.445699691772461	10.16569995880127	10.09280014038086	10.397700309753418	10.396599769592285	10.104100227355957	10.185199737548828	10.522600173950195	10.668000221252441	10.432600021362305	10.048500061035156	10.12909984588623	10.011500358581543	10.195599555969238	10.758249282836914	10.604549407958984	10.388349533081055	10.41550064086914	10.463600158691406	10.855700492858887	10.774499893188477	10.72089958190918	10.742300033569336	10.447099685668945	10.778800010681152	10.760199546813965	10.489500045776367	10.258700370788574	10.957900047302246
aceA	8.090033531188965	7.9283833503723145	8.117783546447754	7.957952976226807	8.118609428405762	8.297266006469727	7.921356678009033	7.443283557891846	8.108177185058594	8.008707046508789	8.046746253967285	8.316926002502441	8.493216514587402	8.884113311767578	8.640323638916016	8.737066268920898	9.03048038482666	8.838199615478516	8.992746353149414	8.954736709594727	8.83509349822998	8.8309965133667	8.952956199645996	8.687846183776855	9.137399673461914	8.78104305267334	8.79578971862793	8.884309768676758	9.000869750976562	8.875060081481934	8.733993530273438	8.534916877746582	8.637846946716309	8.852899551391602	8.607563972473145	8.600239753723145	8.587737083435059	8.67408275604248	8.749629974365234	9.15666675567627	8.963290214538574	8.741046905517578	8.745726585388184	8.566346168518066	8.514713287353516	8.620157241821289	8.556282997131348	7.568446636199951	8.698702812194824	8.768534660339355	8.863226890563965	8.93080997467041	8.689590454101562	8.597586631774902	8.618762969970703	8.569517135620117	8.548646926879883	8.07696533203125	7.9046549797058105	8.311385154724121	9.75564956665039	10.305049896240234	9.40400505065918	8.481929779052734	8.972589492797852	8.545660018920898	8.64052963256836	8.911206245422363	8.37463665008545	8.60353946685791	11.953967094421387	8.565389633178711	8.692523002624512	9.62105941772461	13.023033142089844	8.316499710083008	7.383840084075928	7.371580123901367	7.602330207824707	7.622300148010254	8.392740249633789	7.593160152435303	7.874629974365234	7.687039852142334	7.780849933624268	9.586174964904785	9.712270736694336	9.910210609436035	10.182149887084961	10.085399627685547	9.355195045471191	8.942749977111816	8.392709732055664	8.347310066223145	8.377820014953613	10.716899871826172	10.762700080871582	10.599699974060059	10.918800354003906	9.932740211486816
aceB	8.991689682006836	8.743656158447266	9.162969589233398	9.005800247192383	9.052336692810059	9.277256965637207	9.042023658752441	8.635602951049805	9.085959434509277	9.041092872619629	9.063966751098633	9.241316795349121	9.92802619934082	10.188956260681152	9.989080429077148	9.692906379699707	10.091453552246094	9.971650123596191	10.044713020324707	10.065433502197266	9.97736930847168	9.94810676574707	10.101466178894043	9.779853820800781	10.261866569519043	9.873069763183594	9.796510696411133	9.899386405944824	10.180996894836426	10.065966606140137	10.043133735656738	9.849209785461426	9.847513198852539	9.990463256835938	9.667570114135742	9.658113479614258	9.702103614807129	9.798126220703125	9.832845687866211	10.125200271606445	10.089380264282227	9.726973533630371	9.86201000213623	9.701276779174805	9.622779846191406	9.827479362487793	9.708966255187988	8.440309524536133	9.832016944885254	9.88493537902832	10.038543701171875	10.030789375305176	9.663880348205566	9.691203117370605	9.84453296661377	9.774519920349121	9.743483543395996	9.08549976348877	8.769975662231445	9.101454734802246	11.016600608825684	10.864700317382812	10.27964973449707	9.831674575805664	9.782215118408203	10.050230026245117	10.127409934997559	9.541643142700195	9.092307090759277	9.491676330566406	12.32266616821289	9.752296447753906	9.932992935180664	10.615532875061035	13.074732780456543	8.951129913330078	7.7011799812316895	7.604909896850586	7.72661018371582	8.179670333862305	8.485030174255371	7.616960048675537	7.823050022125244	7.773320198059082	8.011079788208008	10.207100868225098	10.007949829101562	10.336400032043457	10.618450164794922	10.46619987487793	9.96321964263916	9.445600509643555	9.152740478515625	8.963865280151367	8.860119819641113	10.789799690246582	11.018699645996094	11.21150016784668	11.546500205993652	10.185799598693848
aceE	12.806599617004395	12.889300346374512	12.99739933013916	12.800766944885254	13.000833511352539	12.950300216674805	13.028800010681152	12.340332984924316	13.019700050354004	12.92513370513916	12.996766090393066	12.709733009338379	12.779833793640137	12.686300277709961	12.648733139038086	12.671099662780762	12.547566413879395	12.504400253295898	12.54419994354248	12.603400230407715	12.528433799743652	12.684666633605957	12.813766479492188	12.718533515930176	12.721233367919922	12.501866340637207	12.805950164794922	12.61756706237793	12.308099746704102	12.518099784851074	12.625267028808594	12.524733543395996	12.733866691589355	12.93653392791748	12.998700141906738	12.767399787902832	12.979766845703125	12.901566505432129	12.9131498336792	12.530200004577637	12.589366912841797	12.68356704711914	12.805500030517578	12.637066841125488	12.892600059509277	12.805200576782227	13.034100532531738	12.869667053222656	12.860400199890137	12.752099990844727	12.61833381652832	12.277299880981445	12.86436653137207	12.952866554260254	12.911800384521484	12.92116641998291	12.83946704864502	13.196849822998047	13.1850004196167	12.707950592041016	11.986650466918945	12.614100456237793	12.323649406433105	11.83329963684082	12.325150489807129	13.022099494934082	12.936699867248535	12.602999687194824	10.941166877746582	9.89184284210205	10.885899543762207	9.196903228759766	9.212260246276855	8.944053649902344	10.371533393859863	11.814000129699707	12.796799659729004	9.834600448608398	11.880900382995605	13.656800270080566	11.667900085449219	12.893199920654297	12.035699844360352	12.72189998626709	12.734199523925781	11.930500030517578	12.322050094604492	12.43655014038086	12.785700798034668	12.843299865722656	11.807250022888184	12.506050109863281	12.322650909423828	12.238200187683105	12.01669979095459	11.986599922180176	11.881699562072754	12.757499694824219	12.683099746704102	12.755000114440918
aceF	12.16486644744873	12.254733085632324	12.426199913024902	12.200599670410156	12.405733108520508	12.197866439819336	12.439833641052246	12.080400466918945	12.363800048828125	12.34179973602295	12.383132934570312	12.156299591064453	12.351166725158691	12.285900115966797	12.254899978637695	12.44629955291748	12.260733604431152	12.243900299072266	12.277366638183594	12.300700187683105	12.336533546447754	12.450933456420898	12.58313274383545	12.463299751281738	12.541732788085938	12.452600479125977	12.600850105285645	12.299400329589844	12.083266258239746	12.249133110046387	12.302233695983887	12.174266815185547	12.494199752807617	12.70580005645752	12.760866165161133	12.578200340270996	12.752900123596191	12.640433311462402	12.705550193786621	12.38503360748291	12.395566940307617	12.431632995605469	12.4173002243042	12.432299613952637	12.573232650756836	12.483500480651855	12.670633316040039	12.626633644104004	12.653166770935059	12.779950141906738	12.285633087158203	12.36829948425293	12.616167068481445	12.657999992370605	12.655233383178711	12.590666770935059	12.518133163452148	12.629599571228027	12.529800415039062	11.968600273132324	11.248700141906738	11.912300109863281	11.68910026550293	10.975549697875977	11.343550682067871	12.428400039672852	12.296600341796875	12.224800109863281	10.617400169372559	9.307936668395996	10.541600227355957	8.569250106811523	8.3351469039917	8.270833015441895	10.060249328613281	11.235600471496582	12.324000358581543	9.079179763793945	11.471599578857422	13.19909954071045	11.126299858093262	12.400400161743164	11.570699691772461	12.212599754333496	12.227700233459473	11.671000480651855	12.035849571228027	12.24644947052002	12.44635009765625	12.634499549865723	11.649800300598145	12.128250122070312	11.802300453186035	11.822850227355957	11.573599815368652	11.431300163269043	11.302200317382812	12.534199714660645	12.446499824523926	12.411999702453613
aceK	7.610706806182861	7.702766418457031	7.7253098487854	7.625879764556885	7.7485833168029785	8.417193412780762	7.809816360473633	7.515653610229492	7.672420024871826	7.7860565185546875	7.751953601837158	7.741199970245361	8.336179733276367	8.288933753967285	8.190340042114258	7.907163619995117	8.254226684570312	8.316186904907227	8.444183349609375	8.33767318725586	8.266802787780762	8.100516319274902	7.990649700164795	8.368823051452637	8.3445463180542	8.177350044250488	7.713395118713379	8.287090301513672	8.226483345031738	8.580793380737305	8.402326583862305	8.326020240783691	8.312576293945312	8.21606731414795	8.175196647644043	8.14404010772705	7.978636741638184	7.833779811859131	7.837790012359619	8.199103355407715	8.289523124694824	8.426616668701172	8.412886619567871	8.244403839111328	8.347700119018555	8.08332633972168	8.002689361572266	7.48988676071167	7.685366630554199	7.754269599914551	8.15424633026123	8.489852905273438	8.31857967376709	8.194390296936035	7.927083492279053	8.183389663696289	8.213863372802734	8.745415687561035	8.54486083984375	8.856160163879395	8.779335021972656	8.536535263061523	8.007169723510742	7.63638973236084	7.927724838256836	8.322875022888184	8.419404983520508	7.678523540496826	8.015542984008789	8.024373054504395	8.62143611907959	7.9571099281311035	8.12771987915039	8.186126708984375	9.171713829040527	7.85260009765625	7.686009883880615	7.67480993270874	7.791170120239258	7.574810028076172	7.630410194396973	7.774759769439697	7.870629787445068	7.723269939422607	7.879360198974609	7.905105113983154	7.910924911499023	8.150840759277344	8.09157943725586	7.777050018310547	7.859134674072266	7.70497465133667	7.690724849700928	7.99476957321167	7.925930023193359	8.15254020690918	8.07522964477539	8.182160377502441	8.349869728088379	7.938759803771973
ackA	12.568066596984863	12.697466850280762	12.607933044433594	12.500499725341797	12.785866737365723	12.324699401855469	12.906033515930176	11.966633796691895	12.725966453552246	12.808899879455566	12.838766098022461	12.658833503723145	12.304933547973633	11.937832832336426	12.04876708984375	12.41100025177002	11.582966804504395	11.547800064086914	11.560466766357422	11.654932975769043	11.685032844543457	11.819833755493164	12.017000198364258	11.940767288208008	11.820233345031738	11.952699661254883	12.259549140930176	11.718366622924805	11.485799789428711	11.62873363494873	11.832467079162598	11.991199493408203	11.98490047454834	12.084266662597656	12.236233711242676	12.238566398620605	12.219966888427734	12.183733940124512	12.333999633789062	11.617400169372559	11.761699676513672	11.76646614074707	11.986833572387695	12.025233268737793	12.089166641235352	12.089966773986816	12.197732925415039	11.743733406066895	12.134066581726074	12.197150230407715	11.856399536132812	11.663366317749023	12.086700439453125	12.298700332641602	12.139399528503418	12.136733055114746	12.123700141906738	11.78445053100586	11.95615005493164	11.678150177001953	11.300299644470215	11.301700592041016	11.592450141906738	11.67805004119873	11.688349723815918	12.676350593566895	12.305649757385254	12.177299499511719	11.6632661819458	11.654533386230469	10.906966209411621	11.33823299407959	10.86359977722168	10.665033340454102	10.438766479492188	11.731300354003906	12.661700248718262	13.083000183105469	12.873600006103516	11.339699745178223	11.646400451660156	12.88070011138916	13.048299789428711	12.996100425720215	12.583999633789062	11.923249244689941	11.937800407409668	12.019549369812012	12.211150169372559	12.147700309753418	11.964400291442871	12.347800254821777	12.793749809265137	12.606100082397461	12.118900299072266	11.767000198364258	11.871199607849121	12.021300315856934	11.472700119018555	12.154199600219727
acnA	8.798190116882324	8.771023750305176	8.798847198486328	8.721206665039062	8.758536338806152	8.712613105773926	8.779029846191406	8.620613098144531	8.773969650268555	8.805196762084961	8.720636367797852	8.732930183410645	8.378390312194824	8.524539947509766	8.579846382141113	8.788413047790527	8.289770126342773	8.313636779785156	8.27889347076416	8.42060375213623	8.323726654052734	8.391976356506348	8.493860244750977	8.244256973266602	8.266826629638672	8.296246528625488	8.61301040649414	8.250702857971191	8.447710037231445	8.229246139526367	8.408823013305664	8.409646987915039	8.39680004119873	8.401216506958008	8.49962043762207	8.426536560058594	8.435836791992188	8.561349868774414	8.55285930633545	8.371912956237793	8.265613555908203	8.056862831115723	8.408820152282715	8.557296752929688	8.116660118103027	8.523329734802246	8.485763549804688	8.378206253051758	8.54185676574707	8.550419807434082	8.649580001831055	8.126009941101074	8.177590370178223	8.433286666870117	8.436190605163574	8.43008041381836	8.42392635345459	8.085419654846191	8.324835777282715	8.020389556884766	8.389975547790527	8.944254875183105	9.201435089111328	9.034039497375488	9.471839904785156	8.47035026550293	8.52577018737793	8.841670036315918	9.20460033416748	8.843733787536621	9.348663330078125	8.805726051330566	9.020856857299805	8.930083274841309	9.802017211914062	9.051239967346191	8.71759033203125	8.553759574890137	8.71498966217041	8.909910202026367	8.949270248413086	8.833919525146484	8.717379570007324	9.069230079650879	9.014909744262695	8.6845703125	8.66026496887207	8.770734786987305	8.813685417175293	9.140250205993652	8.59509563446045	8.721990585327148	8.95734977722168	9.405115127563477	8.839909553527832	8.996330261230469	9.11443042755127	9.211370468139648	9.54679012298584	8.991399765014648
acnB	10.04853630065918	10.224066734313965	10.408933639526367	10.436233520507812	10.191793441772461	10.153033256530762	10.37339973449707	10.102499961853027	10.092463493347168	10.303500175476074	10.333033561706543	10.226866722106934	9.287846565246582	9.808696746826172	9.662973403930664	10.248000144958496	9.669293403625488	9.74152660369873	9.746582984924316	9.683526992797852	9.59036636352539	9.718693733215332	9.42805004119873	9.573802947998047	9.72801685333252	9.618730545043945	9.807234764099121	9.472256660461426	9.833399772644043	9.698762893676758	9.646319389343262	9.443306922912598	9.545682907104492	9.66295337677002	9.668953895568848	9.590923309326172	9.809117317199707	9.8572998046875	9.666275024414062	9.690839767456055	9.69459342956543	9.571000099182129	9.702413558959961	9.533773422241211	9.608759880065918	9.556053161621094	9.831313133239746	10.05837345123291	9.685333251953125	10.03173542022705	9.63720989227295	9.673736572265625	9.428163528442383	9.572297096252441	9.786103248596191	9.731329917907715	9.652523040771484	9.171150207519531	8.847089767456055	8.783939361572266	9.949355125427246	10.561249732971191	10.531449317932129	10.298500061035156	10.766300201416016	9.772880554199219	9.906595230102539	10.510499954223633	9.809693336486816	9.630696296691895	11.650433540344238	9.71972370147705	9.622559547424316	9.781553268432617	11.336333274841309	11.012100219726562	9.872759819030762	9.206339836120605	9.514920234680176	10.316800117492676	11.157099723815918	9.304920196533203	9.225150108337402	10.160400390625	10.606499671936035	10.31624984741211	10.31029987335205	10.005495071411133	10.53915023803711	10.612600326538086	10.187240600585938	10.511149406433105	10.72960090637207	11.416549682617188	11.26550006866455	11.13539981842041	10.61989974975586	10.553799629211426	10.281700134277344	10.420700073242188
acpH	7.481200218200684	7.422553539276123	7.457643508911133	7.381316661834717	7.415706634521484	7.3414435386657715	7.548789978027344	7.358330249786377	7.461646556854248	7.620556831359863	7.535593509674072	7.483436584472656	7.282366752624512	7.446810245513916	7.467316627502441	7.692423343658447	7.494440078735352	7.479826927185059	7.71118688583374	7.674456596374512	7.559653282165527	7.564426422119141	7.664416790008545	7.528669834136963	7.444829940795898	7.623219966888428	7.643889904022217	7.541036605834961	7.547389984130859	7.448636531829834	7.479646682739258	7.514150142669678	7.535930156707764	7.563666820526123	7.585703372955322	7.562550067901611	7.583679676055908	7.6944966316223145	7.661524772644043	7.604153633117676	7.524789810180664	7.492786884307861	7.603176593780518	7.662630081176758	7.464320182800293	7.594260215759277	7.621786594390869	7.686826705932617	7.610916614532471	7.682724952697754	7.658499717712402	7.529853343963623	7.464243412017822	7.529966831207275	7.536506652832031	7.507550239562988	7.50244665145874	6.971105098724365	6.995220184326172	7.0536699295043945	7.156404972076416	7.383224964141846	7.6596198081970215	7.904445171356201	7.898710250854492	7.2628397941589355	7.171514987945557	7.715603351593018	7.738790035247803	7.6135334968566895	7.601933479309082	7.615656852722168	7.680863380432129	7.741546630859375	7.638776779174805	7.611340045928955	7.631279945373535	7.665440082550049	7.751490116119385	7.417200088500977	7.5741801261901855	7.600639820098877	7.668109893798828	7.691219806671143	7.903639793395996	7.759809970855713	7.6129350662231445	7.764400005340576	7.7280402183532715	7.747320175170898	7.558480262756348	7.75323486328125	7.726570129394531	8.034995079040527	7.835669994354248	7.895249843597412	7.675930023193359	7.858270168304443	8.342829704284668	7.735350131988525
